Date,Target_Price,Sentiment_GDELT,VIX_Close,logP,ret_log
2020-11-09,280.5485,-0.2844,24.8,5.63674661554216,-0.020645263675421965
2020-11-10,275.5226,-2.4061,25.36,5.61866965789635,-0.01807695764580952
2020-11-11,281.6859,-1.1872,25.01,5.640792620381485,0.02212296248513468
2020-11-12,280.3638,-0.6178,24.39,5.636088045542267,-0.004704574839218267
2020-11-13,282.8233,0.0296,24.94,5.644822321010412,0.008734275468144759
2020-11-16,285.0301,-0.9562,23.66,5.652594788726969,0.007772467716557152
2020-11-17,284.126,-1.0374,22.84,5.649417801744164,-0.0031769869828046637
2020-11-18,282.0262,-0.4044,22.86,5.64199997442387,-0.007417827320294279
2020-11-19,284.2329,-0.2819,23.62,5.649793972509716,0.007793998085846354
2020-11-20,282.2887,-0.0671,23.43,5.642930306119641,-0.006863666390074741
2020-11-23,282.2984,-1.0568,23.66,5.642964667514016,3.436139437429375e-05
2020-11-24,286.2647,0.0601,22.04,5.656916907261683,0.013952239747667683
2020-11-25,288.0242,0.5625,21.65,5.6630445043835875,0.006127597121904138
2020-11-27,290.6783,-0.6637,21.52,5.672217157375753,0.00917265299216563
2020-11-30,291.2712,-0.6977,22.64,5.67425479193044,0.0020376345546866403
2020-12-01,295.0042,-0.4906,20.21,5.686989593526606,0.012734801596166356
2020-12-02,295.3833,-2.4002,21.0,5.688273834985321,0.001284241458714419
2020-12-03,295.8013,-1.0658,21.24,5.689687945128435,0.0014141101431146552
2020-12-04,297.0068,0.3247,21.05,5.693755034163495,0.004067089035059368
2020-12-07,298.6886,-0.8835,22.04,5.699401559110419,0.005646524946924636
2020-12-08,299.6996,0.8053,21.65,5.702780639653725,0.0033790805433060456
2020-12-09,292.9141,-0.3493,20.66,5.679879391971717,-0.022901247682008297
2020-12-10,294.0904,-1.1859,22.12,5.683887203068672,0.004007811096954583
2020-12-11,293.439,-2.2183,22.49,5.681669781210603,-0.0022174218580683913
2020-12-14,295.5681,-0.1387,22.67,5.6888992671478436,0.007229485937240376
2020-12-15,298.7274,-2.6683,24.0,5.699531451848661,0.010632184700817504
2020-12-16,300.3704,-0.6607,22.51,5.705016379748774,0.0054849279001132345
2020-12-17,302.3341,-0.6248,21.98,5.711532697276226,0.006516317527451854
2020-12-18,301.4203,0.9881,22.15,5.708505636280001,-0.003027060996225295
2020-12-21,300.8564,-0.5688,24.25,5.706633074499757,-0.0018725617802441974
2020-12-22,301.6745,-0.4707,25.24,5.709348621545512,0.0027155470457556063
2020-12-23,300.1552,-1.1282,23.49,5.704299674218779,-0.005048947326733
2020-12-24,301.4797,-2.7044,22.47,5.708702683883889,0.004403009665109536
2020-12-28,304.5182,-2.1663,22.11,5.718730855478732,0.010028171594843371
2020-12-29,304.7909,-1.4354,21.61,5.719625967723758,0.0008951122450255866
2020-12-30,304.8007,0.3445,22.58,5.7196581203977805,3.215267402278954e-05
2020-12-31,305.5506,-0.0774,22.99,5.7221153950110635,0.0024572746132829337
2021-01-04,301.2363,-1.027,23.04,5.707895006592324,-0.014220388418739738
2021-01-05,303.7197,0.3926,26.94,5.716105236592669,0.008210230000345042
2021-01-06,299.5124,-0.3345,25.48,5.70215581903568,-0.013949417556989196
2021-01-07,306.7582,-2.5068,23.67,5.726059815100071,0.02390399606439164
2021-01-08,310.7025,-0.992,22.43,5.7388358627135885,0.01277604761351725
2021-01-11,306.2128,-0.8144,23.31,5.724280285093178,-0.014555577620410709
2021-01-12,305.7259,1.3497,23.49,5.722688948893163,-0.0015913362000148368
2021-01-13,307.7905,-0.0438,23.07,5.729419356730939,0.00673040783777612
2021-01-14,306.1446,-3.2442,22.22,5.724057539355862,-0.005361817375076683
2021-01-15,303.7197,-0.3557,23.52,5.716105236592669,-0.007952302763193586
2021-01-19,308.1509,-0.1835,23.03,5.730589598059512,0.01448436146684351
2021-01-20,315.3187,-0.0088,22.82,5.753583873387319,0.022994275327806513
2021-01-21,317.8412,-0.1639,21.34,5.761551886983737,0.007968013596418189
2021-01-22,316.9257,-2.079,22.24,5.758667361546813,-0.002884525436924079
2021-01-25,319.5454,-1.4855,22.31,5.766899360749368,0.008231999202554796
2021-01-26,320.0129,-0.2543,23.91,5.768361307481245,0.0014619467318777168
2021-01-27,311.092,-1.1048,23.82,5.740088688368835,-0.028272619112410524
2021-01-28,312.9327,-0.7443,33.25,5.745988151446464,0.005899463077629008
2021-01-29,306.3492,0.8669,35.16,5.724725627776055,-0.021262523670408484
2021-02-01,314.004,-1.1274,31.45,5.749405724680618,0.02468009690456263
2021-02-02,319.1267,0.9128,28.01,5.765588202613656,0.01618247793303773
2021-02-03,317.8606,-0.0911,24.59,5.761612921890374,-0.003975280723281571
2021-02-04,321.6198,-2.8711,23.44,5.773370102573811,0.011757180683436452
2021-02-05,322.7106,-0.2414,21.99,5.776755946364735,0.0033858437909239925
2021-02-08,324.8727,2.0427,21.89,5.783433413290576,0.006677466925840925
2021-02-09,324.8045,-1.0329,21.57,5.783223462871351,-0.00020995041922500235
2021-02-10,324.0644,-2.4917,21.64,5.7809422614731965,-0.0022812013981541313
2021-02-11,325.8466,0.1545,22.09,5.786426718475065,0.0054844570018683925
2021-02-12,327.6678,0.0914,21.6,5.792000290272668,0.005573571797603094
2021-02-16,326.7815,-0.9801,21.13,5.789291751836343,-0.0027085384363250142
2021-02-17,325.2135,-1.4886,22.02,5.7844818897271475,-0.0048098621091954286
2021-02-18,323.7917,0.1326,21.98,5.780100407808145,-0.004381481919002894
2021-02-19,322.3795,-2.2977,23.1,5.775729423002883,-0.00437098480526199
2021-02-22,314.0235,-2.6334,24.46,5.749467823872155,-0.02626159913072801
2021-02-23,313.0885,-0.3257,22.82,5.746485898178417,-0.002981925693737786
2021-02-24,315.6694,-1.9507,23.76,5.754695463403395,0.008209565224977844
2021-02-25,304.6642,-1.6529,21.73,5.719210186473178,-0.03548527693021697
2021-02-26,305.9401,0.2254,28.73,5.723389331156542,0.004179144683364555
